id	label	description	synonyms	node_url	is_root	parent_url
FBbt:00004020	giant fiber neuron	A large, descending neuron that controls jump escape behavior (GO:0007630). Each adult has a bilaterally symmetric pair of these neurons, each with a large cell body at the posterior of the protocerebrum and a long primary neurite (GO:0070852) that branches to forms an extensive dendritic tree in the brain and an axon that projects, via the cervical connective, to the mesothorax. Targets of dendritic arborization include the ipsilateral zones A and B of the antennal mechanosensory and motor center (AMMC) (Kamikouchi et al., 2009), the glomerular region of the posterior ventrolateral protocerebrum (PVLP) including the glomerulus targeted by LC4 neurons, the gorget and inferior clamp. In the mesothorax, the axon forms electrical synapses with tergotrochanteral muscle motor neuron (TTMn) and peripherally synapsing interneurons (PSI)) of the mesothorax that in turn synapse to the motor neurons of the dorso-longitudinal flight muscles.	giant fibers	http://purl.obolibrary.org/obo/FBbt_00004020	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00004020/hierarchicalParents
FBbt:00007201	larval MB calyx glomerulus D3	A larval mushroom body calyx glomerulus that receives synaptic input from a larval uniglomerular projection neuron 49a. It is usually located dorsomedially within the calyx.		http://purl.obolibrary.org/obo/FBbt_00007201	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007201/hierarchicalParents
FBbt:00110180	H-cell sib	Glutamatergic midline interneuron of the ventral nerve cord whose cell body is dorsal to the VUM and MNB cells.	H cell sib	http://purl.obolibrary.org/obo/FBbt_00110180	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110180/hierarchicalParents
FBbt:00007208	larval MB calyx glomerulus M1	Glomerulus that is located medially in the larval mushroom body calyx. It lies ventral to calyx glomerulus D4.		http://purl.obolibrary.org/obo/FBbt_00007208	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007208/hierarchicalParents
FBbt:00050079	adult SIPp1 lineage neuron	Any neuron (FBbt:00005106) that is part of some adult brain (FBbt:00003624) and that develops from some neuroblast SIPp1 (FBbt:00050077).		http://purl.obolibrary.org/obo/FBbt_00050079	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050079/hierarchicalParents
FBbt:00050077	neuroblast SIPp1	.		http://purl.obolibrary.org/obo/FBbt_00050077	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050077/hierarchicalParents
FBbt:00050078	adult SIPp1 lineage clone	A clone of neurons in the adult brain, all of which develop from neuroblast SIPp1.		http://purl.obolibrary.org/obo/FBbt_00050078	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050078/hierarchicalParents
FBbt:00007209	larval MB calyx glomerulus I2	A larval mushroom body calyx glomerulus that is located anterior and internal in the larval mushroom body calyx. It lies internal to the larval mushroom body calyx A1.		http://purl.obolibrary.org/obo/FBbt_00007209	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007209/hierarchicalParents
FBbt:00110188	medial lobe of larval mushroom body	The medial lobe of the larval mushroom body (Pauls et al., 2010).		http://purl.obolibrary.org/obo/FBbt_00110188	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110188/hierarchicalParents
FBbt:00110641	lobe system of larval mushroom body	The larval mushroom body lobe system consists of a dorsal branch and a medial branch (Pauls et al., 2010).		http://purl.obolibrary.org/obo/FBbt_00110641	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110641/hierarchicalParents
FBbt:00007206	larval MB calyx glomerulus A4	A larval mushroom body calyx glomerulus that receives synaptic input from a larval uniglomerular projection neuron 1a. It is usually located anteromedially within the calyx.		http://purl.obolibrary.org/obo/FBbt_00007206	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007206/hierarchicalParents
FBbt:00007207	larval MB calyx glomerulus L7	Glomerulus that is located at the lateral edge of the larval mushroom body calyx. It lies anterior or ventral to calyx glomerulus L3.		http://purl.obolibrary.org/obo/FBbt_00007207	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007207/hierarchicalParents
FBbt:00110186	spur of larval mushroom body	Synaptic neuropil domain of the larval mushroom body, that is a small protrusion, lateral to the anterior pedunculus.	MB-S	http://purl.obolibrary.org/obo/FBbt_00110186	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110186/hierarchicalParents
FBbt:00045010	mushroom body spur	Synaptic neuropil domain that is a small protrusion, lateral to the anterior end of the pedunculus.	heel of mushroom body	http://purl.obolibrary.org/obo/FBbt_00045010	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00045010/hierarchicalParents
FBbt:00007204	larval MB calyx glomerulus D5	A larval mushroom body calyx glomerulus that is usually located dorsomedially, anteromedial to the larval mushroom body calyx D3. It is not always distinct from glomerulus D4 (FBbt:00007212).		http://purl.obolibrary.org/obo/FBbt_00007204	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007204/hierarchicalParents
FBbt:00110187	pedunculus of larval mushroom body	Pedunculus of the larval mushroom body.	MB-P1	http://purl.obolibrary.org/obo/FBbt_00110187	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110187/hierarchicalParents
FBbt:00007205	larval MB calyx glomerulus I7	A glomerulus located in the interior of the larval mushroom body calyx, interior to the larval mushroom body calyx M1.		http://purl.obolibrary.org/obo/FBbt_00007205	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007205/hierarchicalParents
FBbt:00050073	adult WEDd2 lineage neuron	Any neuron (FBbt:00005106) that is part of some adult brain (FBbt:00003624) and that develops from some neuroblast WEDd2 (FBbt:00050071).		http://purl.obolibrary.org/obo/FBbt_00050073	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050073/hierarchicalParents
FBbt:00050071	neuroblast WEDd2	.		http://purl.obolibrary.org/obo/FBbt_00050071	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050071/hierarchicalParents
FBbt:00050072	adult WEDd2 lineage clone	A clone of neurons in the adult brain, all of which develop from neuroblast WEDd2.	clonal unit WEDd2	http://purl.obolibrary.org/obo/FBbt_00050072	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050072/hierarchicalParents
FBbt:00050074	neuroblast VLPl&d1	.	neuroblast VLPl_d1	http://purl.obolibrary.org/obo/FBbt_00050074	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050074/hierarchicalParents
FBbt:00050075	adult VLPl&d1 lineage clone	A clone of neurons in the adult brain, all of which develop from neuroblast VLPl&d1.	adult VLPl_d1 lineage clone	http://purl.obolibrary.org/obo/FBbt_00050075	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050075/hierarchicalParents
FBbt:00050076	adult VLPl&d1 lineage neuron	Any neuron (FBbt:00005106) that is part of some adult brain (FBbt:00003624) and that develops from some neuroblast VLPl&d1 (FBbt:00050074).	adult VLPl_d1 lineage neuron	http://purl.obolibrary.org/obo/FBbt_00050076	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050076/hierarchicalParents
FBbt:00010851	abdominal 5 temporary eclosion muscle SBM	Temporary eclosion muscle of adult abdominal segment 5 that develops from abdominal 5 segment border muscle of the larva by a process of remodelling.	A5 PITM 8	http://purl.obolibrary.org/obo/FBbt_00010851	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00010851/hierarchicalParents
FBbt:00000851	abdominal 5 segment border muscle	Any A1-7 segment border muscle (FBbt:00000606) that is part of some larval abdominal segment 5 (FBbt:00001752).	A5 SBM	http://purl.obolibrary.org/obo/FBbt_00000851	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00000851/hierarchicalParents
FBbt:00110195	M1 segment of the larval medial lobe	Medial segment of the medial lobe of the larval mushroom body, medial to M2.	MB-M1	http://purl.obolibrary.org/obo/FBbt_00110195	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110195/hierarchicalParents
FBbt:00007213	larval MB calyx glomerulus M2			http://purl.obolibrary.org/obo/FBbt_00007213	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007213/hierarchicalParents
FBbt:00110196	M2 segment of the larval medial lobe	Lateral segment of the medial lobe of the larval mushroom body, lateral to M1.	MB-M2	http://purl.obolibrary.org/obo/FBbt_00110196	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110196/hierarchicalParents
FBbt:00007214	larval MB calyx glomerulus L5	A larval mushroom body calyx glomerulus that receives synaptic input from a larval uniglomerular projection neuron 74a. It usually lies in a ventrolateral position within the calyx.		http://purl.obolibrary.org/obo/FBbt_00007214	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007214/hierarchicalParents
FBbt:00110193	pupal central nervous system	Central nervous system of the pupa.		http://purl.obolibrary.org/obo/FBbt_00110193	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110193/hierarchicalParents
FBbt:00110192	pupal nervous system	Nervous system of the pupa.		http://purl.obolibrary.org/obo/FBbt_00110192	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110192/hierarchicalParents
FBbt:00007211	larval MB calyx glomerulus V6	Glomerulus that is located ventrally in the larval mushroom body calyx, anterolateral to glomerulus V1.		http://purl.obolibrary.org/obo/FBbt_00007211	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007211/hierarchicalParents
FBbt:00110194	pupal brain	Brain of the pupa.		http://purl.obolibrary.org/obo/FBbt_00110194	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110194/hierarchicalParents
FBbt:00007212	larval MB calyx glomerulus D4	A larval mushroom body calyx glomerulus that receives synaptic input from a larval uniglomerular projection neuron 45b. It is usually located at the posteromedial edge of the calyx.		http://purl.obolibrary.org/obo/FBbt_00007212	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007212/hierarchicalParents
FBbt:00110191	medial appendix of larval mushroom body	Axonal side branch in the medial region of the medial lobe of the larval mushroom body, near the end of the lobe.	MAML	http://purl.obolibrary.org/obo/FBbt_00110191	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110191/hierarchicalParents
FBbt:00005093	nervous system	All the nerve centers and nerve fibers in the central, visceral and peripheral nervous systems.		http://purl.obolibrary.org/obo/FBbt_00005093	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00005093/hierarchicalParents
FBbt:00007210	larval MB calyx glomerulus V7	Glomerulus that is located ventrally in the larval mushroom body calyx, anterior to glomerulus M4.		http://purl.obolibrary.org/obo/FBbt_00007210	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007210/hierarchicalParents
FBbt:00110190	lateral appendix of larval mushroom body	Axonal side branch in the lateral region of the medial lobe of the larval mushroom body, before the bifurcation of the pedunculus into the lobes.	la	http://purl.obolibrary.org/obo/FBbt_00110190	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110190/hierarchicalParents
FBbt:00110159	octopaminergic VUMa4 neuron	Octopaminergic neuron of the VUMa cluster that arborizes extensively in the ventrolateral and ventromedial protocerebra. One branch enters and arborizes in the middle inferior medial protocerebrum, between the fan-shaped body and the pedunculus (Busch et al., 2009).	OA-VUMa4	http://purl.obolibrary.org/obo/FBbt_00110159	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110159/hierarchicalParents
FBbt:00110155	octopaminergic VUMa neuron	Octopaminergic neuron of the VUM cluster, whose cell body is located more anteriorly than those of OA-VUMd neurons, in either the mandibular or maxillary segments. Its primary neurite projects dorsally through the median tracts. It bifurcates in the area ventral to the esophagus foramen and form spiny dendritic arborizations in the posterior slope. Pairs of secondary processes emerge from these arbors and project to distinct brain regions, forming varicose nerve terminals (Busch et al., 2009, Busch and Tanimoto, 2010).	OA-VUMa	http://purl.obolibrary.org/obo/FBbt_00110155	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110155/hierarchicalParents
FBbt:00040037	inferior neuropils	Block of synaptic neuropil domains in the adult brain located below the superior neuropils, around the level of the mushroom body medial lobe and pedunculus. It includes the antler, clamp, crepine and inferior bridge.	inferior protocerebrum	http://purl.obolibrary.org/obo/FBbt_00040037	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00040037/hierarchicalParents
FBbt:00050048	adult LHl1 lineage clone	A clone of neurons in the adult brain, all of which develop from neuroblast LHl1.	clonal unit LHl1	http://purl.obolibrary.org/obo/FBbt_00050048	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050048/hierarchicalParents
FBbt:00050047	neuroblast LHl1	.		http://purl.obolibrary.org/obo/FBbt_00050047	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050047/hierarchicalParents
FBbt:00050049	adult LHl1 lineage neuron	Any neuron (FBbt:00005106) that is part of some adult brain (FBbt:00003624) and that develops from some neuroblast LHl1 (FBbt:00050047).		http://purl.obolibrary.org/obo/FBbt_00050049	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050049/hierarchicalParents
FBbt:00111489	antennal mechanosensory and motor center AMMC Di4 neuron	Descending ipsilateral neuron whose cell body is located in the cell body rind on the ventral region of the mushroom body calyx. The primary neurite extends anterioventrally to form postsynaptic terminals in the wedge, anterior ventrolateral protocerebrum (AVLP), in the glomerulus of the posterior ventrolateral protocerebrum (PVLP) which is targeted by LC4 neurons and in the non-glomerular region, and in the antennal mechanosensory and motor center (AMMC) zones A and B. One branch extends posterioventromedially to form presynaptic terminals in the saddle and posterior gnathal ganglion. It then exits the brain, projecting into the thoracic-abdominal ganglion.	AMMC-Di4	http://purl.obolibrary.org/obo/FBbt_00111489	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111489/hierarchicalParents
FBbt:00110157	octopaminergic VUMa2 neuron	Octopaminergic neuron of the VUMa cluster with symmetric secondary neurites projecting from the region ventrolateral to the esophagus foramen to the posterior margin of the antennal lobes, where both neurites bifurcate. One branch ramifies within the antennal lobe and runs further to the anterior subesophageal ganglion. The second branch joins the medial antennal lobe tract and innervates the lateral horn. In addition, there are numerous terminals in calyx of the mushroom body (Busch et al., 2009). There are two neurons of this type in each hemisphere.	OA-VUMa2	http://purl.obolibrary.org/obo/FBbt_00110157	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110157/hierarchicalParents
FBbt:00003985	medial antennal lobe tract	A tract of about 200 axons that emerges from the posterior dorsomedial area of the antennal lobe (dorsomedial root), the same root as the mediolateral antennal lobe tract (mlALT) and transverse antennal lobe tract (tALT). It runs dorsoposteriorly along the posterior surface of the fan-shaped body, turns laterally in front of the protocerebral bridge, passes in front of the mushroom body calyx and terminates in the lateral horn. It contains axons of antennal lobe projection neurons. It demarcates the boundaries of the lateral accessory lobe (medial region), vest (superior region), epaulette (medial region), fan-shaped body (lateral region), gorget (superior region), inferior clamp (lateral and superior-lateral regions), inferior bridge (superior-lateral region), antler (lateral region), superior clamp (posterior-superior region), mushroom body calyx (anterior region) and superior lateral protocerebrum (inferior region).	inner antennoglomerular tract	http://purl.obolibrary.org/obo/FBbt_00003985	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00003985/hierarchicalParents
FBbt:00050046	adult SLPpm1 lineage neuron	Any neuron (FBbt:00005106) that is part of some adult brain (FBbt:00003624) and that develops from some neuroblast SLPpm1 (FBbt:00050044).		http://purl.obolibrary.org/obo/FBbt_00050046	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050046/hierarchicalParents
FBbt:00050044	neuroblast SLPpm1	.		http://purl.obolibrary.org/obo/FBbt_00050044	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050044/hierarchicalParents
FBbt:00050045	adult SLPpm1 lineage clone	A clone of neurons in the adult brain, all of which develop from neuroblast SLPpm1.	clonal unit SLPpm1	http://purl.obolibrary.org/obo/FBbt_00050045	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00050045/hierarchicalParents
FBbt:00007219	larval MB calyx glomerulus I6	A glomerulus that is located in the interior of the larval mushroom body calyx. It is located medial to the larval mushroom body calyx I4.		http://purl.obolibrary.org/obo/FBbt_00007219	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007219/hierarchicalParents
FBbt:00110158	octopaminergic VUMa3 neuron	Octopaminergic neuron of the VUMa cluster with symmetric secondary neurites projecting dorsally, bypassing the anterior margin of the ellipsoid body. In the anterior superior medial protocerebrum, these neurites turn laterally and posteriorly. They ramify densely in the superior posterior slope and posterior protocerebrum surrounding the mushroom body pedunculi. One branch also innervates the middle lateral protocerebrum (Busch et al., 2009).	OA-VUMa3	http://purl.obolibrary.org/obo/FBbt_00110158	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110158/hierarchicalParents
FBbt:00111488	antennal mechanosensory and motor center AMMC Di3 neuron	Descending ipsilateral neuron whose cell body is located in the cell body rind on the dorsal region of the superior posterior slope (SPS). The primary neurite extends anterioventrally and forms several branches at the medial side of the inferior posterior slope. The dorsal branch projects anteriodorsally to form postsynaptic terminals in the epaulette and SPS. The anteriolateral and medial branches form postsynaptic terminals in the ipsilateral antennal mechanosensory and motor center (AMMC) zones B and E, respectively. The ventral branch extends posteroventrally to exit the brain, projecting into the thoracic-abdominal ganglion.	AMMC-Di3	http://purl.obolibrary.org/obo/FBbt_00111488	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111488/hierarchicalParents
GO:0051179	localization	Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation.	establishment and maintenance of position	http://purl.obolibrary.org/obo/GO_0051179	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FGO_0051179/hierarchicalParents
FBbt:00111487	antennal mechanosensory and motor center AMMC Di2 neuron	Descending ipsilateral neuron whose cell body is located in the cell body rind on the ventrolateral region of the gnathal ganglion. The primary neurite extends dorsomedially and arborizes in the ipsilateral antennal mechanosensory and motor center (AMMC) zones B and E. It then turns ventromedially to exit the brain, projecting into the thoracic-abdominal ganglion.	AMMC-Di2	http://purl.obolibrary.org/obo/FBbt_00111487	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111487/hierarchicalParents
FBbt:00110154	octopaminergic VUM neuron	An unpaired octopaminergic neuron of the VM cluster whose cell body is located on the midline of the gnathal ganglion of the adult brain. The primary neurites of OA-VUM neurons join one of the three median tracts along the anterioposterior axis and mainly innervate the periesophageal region. These neurites follow the tracts toward the posterior ventral area of the esophagus foramen where they symmetrically branch out to innervate the cerebral ganglion and subesophageal zone and in some cases the thoracico-abdominal ganglion. Two main subtypes can be identified: OA-VUMa and OA-VUMd (Busch et al., 2009, Certel et al., 2010).	ventral unpaired median octopaminergic neuron	http://purl.obolibrary.org/obo/FBbt_00110154	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110154/hierarchicalParents
FBbt:00007217	larval MB calyx glomerulus V2			http://purl.obolibrary.org/obo/FBbt_00007217	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007217/hierarchicalParents
FBbt:00110156	octopaminergic VUMa1 neuron	Octopaminergic neuron of the VUMa cluster with symmetric and complex processes throughout the ventromedial protocerebra, including the posterior margin of the antennal lobes and the ventral margins of the mushroom body pedunculi. Another neurite originating from the region ventrolateral to the esophagus foramen innervates the inferior posterior slope, forming varicose terminals (Busch et al., 2009).	OA-VUMa1	http://purl.obolibrary.org/obo/FBbt_00110156	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110156/hierarchicalParents
FBbt:00111486	antennal mechanosensory and motor center AMMC Di1 neuron	Descending ipsilateral neuron whose cell body is located in the cell body rind on the ventroposterior region of the gnathal ganglion. The primary neurite extends anterodorsolaterally and branches to arborize the ipsilateral antennal mechanosensory and motor center (AMMC) zone D and to form postsynaptic terminals in the posterior gnathal ganglion. One of the branches turns ventromedially to exit the brain, projecting into the thoracic-abdominal ganglion.	AMMC-Di1	http://purl.obolibrary.org/obo/FBbt_00111486	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111486/hierarchicalParents
FBbt:00007218	larval MB calyx glomerulus D2	A dorsal glomerulus at the posterior edge of the larval mushroom body calyx.		http://purl.obolibrary.org/obo/FBbt_00007218	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007218/hierarchicalParents
FBbt:00111485	antennal mechanosensory and motor center AMMC P3b neuron	Descending ipsilateral neuron whose large cell body is located in the cell body rind on the posterior region of the posterior lateral protocerebrum (PLP). The primary neurite extends anteroventrally and branches to form postsynaptic terminals in the ipsilateral antennal mechanosensory and motor center (AMMC) zones A and B, wedge and the glomerulus of the posterior ventrolateral protocerebrum (PVLP) which is targeted by LC4 neurons. One of the branches bifurcates in the AMMC to extend posterioventromedially to form presynaptic boutons in the saddle and posterior gnathal ganglion. It then exits the brain, projecting into the thoracic-abdominal ganglion.	P3b	http://purl.obolibrary.org/obo/FBbt_00111485	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111485/hierarchicalParents
FBbt:00110153	octopaminergic VPM5 neuron	Octopaminergic neuron of the VM cluster, whose cell body is located posterior to that of OA-VMP3, and slightly lateral, in the labial segment of the adult brain. It bifurcates ventrally to the esophagus to innervate both the ipsi- and, sparsely, contralateral antennal lobe. A single neurite from the contralateral branch joins the inner antennocerebral tract to innervate the calyx of the mushroom body and the lateral horn (Busch et al., 2009, Busch and Tanimoto, 2010). There is one neuron of this type in each hemisphere.	OA-VPM5	http://purl.obolibrary.org/obo/FBbt_00110153	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00110153/hierarchicalParents
FBbt:00007215	larval MB calyx glomerulus I4	Glomerulus of the larval mushroom body calyx. It is located internal to the larval mushroom body calyx glomerulus L7.		http://purl.obolibrary.org/obo/FBbt_00007215	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007215/hierarchicalParents
FBbt:00111484	antennal mechanosensory and motor center AMMC Bb4 neuron	Bilateral neuron whose cell body is located in the cell body rind on the lateral region of the antennal lobe. The primary neurite extends posteriomedially and branches to form postsynaptic terminals in the ipsilateral antennal mechanosensory and motor center (AMMC) zone B and wedge. The neurite further extends ventromedially to form presynaptic terminals in the saddle and gnathal ganglion. One of the branches projects dorsally and bifurcates at the ventral side of the ipsilateral epaulette. The lateral branch forms presynaptic terminals in the ipsilateral glomerulus of the posterior ventrolateral protocerebrum (PVLP) which is targeted by LC4 neurons whereas the medial branches crosses the midline to do the same in the contralateral region.	AMMC-Bb4	http://purl.obolibrary.org/obo/FBbt_00111484	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00111484/hierarchicalParents
FBbt:00007216	larval MB calyx glomerulus M4	A larval mushroom body calyx glomerulus that receives synaptic input from a larval uniglomerular projection neuron 30a. Glomerulus that is located medially in the larval mushroom body calyx. It is usually located medially.		http://purl.obolibrary.org/obo/FBbt_00007216	False	https://www.ebi.ac.uk/ols/api/ontologies/fbbt/terms/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FFBbt_00007216/hierarchicalParents
